datetime,temp,precip
2019-07-07,18.1,1.166
2019-07-08,16.3,8.789
2019-07-09,17.2,0.099
2019-07-10,17.6,6.628
2019-07-11,16.1,2.087
2019-07-12,17.1,2.819
2019-07-13,16.7,11.062
2019-07-14,17.6,2.521
2019-07-15,18.2,1.9
2019-07-16,18.6,0.75
2019-07-17,16.8,3.7
2019-07-18,17.5,3.486
2019-07-19,16.7,10.321
2019-07-20,17.7,1.276
2019-07-21,16.7,0.607
2019-07-22,17.1,0.009
2019-07-23,16.7,15.014
2019-07-24,16.4,1.922
2019-07-25,15.3,8.312
2019-07-26,15.9,18.005
2019-07-27,17.5,12.209
2019-07-28,16.9,0.551
2019-07-29,15.4,3.078
2019-07-30,17.4,15.147
2019-07-31,17.7,10.263
2019-08-01,17.5,0.075
2019-08-02,17.2,0.113
2019-08-03,17.9,0
2019-08-04,18,0.752
2019-08-05,17.1,3.608
2019-08-06,16.4,8.252
2019-08-07,17,1.031
2019-08-08,18.2,2.257
2019-08-09,18.8,1.2
2019-08-10,19.2,0.007
2019-08-11,18.1,21.162
2019-08-12,18.7,0.518
2019-08-13,18.7,6.321
2019-08-14,18,0.574
2019-08-15,18.6,6.39
2019-08-16,19,0.172
2019-08-17,19,4.423
2019-08-18,18.1,1.228
2019-08-19,18.7,2.858
2019-08-20,16.7,0
2019-08-21,17.1,0.5
2019-08-22,17.4,0.187
2019-08-23,17.6,18.3
2019-08-24,17.9,3.605
2019-08-25,19.1,44
2019-08-26,18.3,0.297
2019-08-27,18.8,7.93
2019-08-28,18.7,0.3
2019-08-29,18.3,28.8
2019-08-30,18.2,0.4
2019-08-31,18.2,0
2019-09-01,17.6,0.3
2019-09-02,17.8,0
2019-09-03,16.9,0.022
2019-09-04,17.5,4.902
2019-09-05,17.1,0.007
2019-09-06,19.3,0.2
2019-09-07,17.4,4.633
2019-09-08,18.2,1.1
2019-09-09,17.3,3.752
2019-09-10,16.7,4.014
2019-09-11,16.7,0.9
2019-09-12,16.9,14.605
2019-09-13,16.5,0.7
2019-09-14,17.6,0.2
2019-09-15,16.8,1.3
2019-09-16,16.6,12.628
2019-09-17,17.4,1.6
2019-09-18,17.1,14.2
2019-09-19,16.7,14.813
2019-09-20,17.7,2.022
2019-09-21,18.2,1.3
2019-09-22,18.6,0.3
2019-09-23,18.1,0
2019-09-24,17.7,4.032
2019-09-25,17.4,13.277
2019-09-26,18,0.3
2019-09-27,18.6,0.2
2019-09-28,18.6,0.476
2019-09-29,16.7,0.959
2019-09-30,15.8,8.404
2019-10-01,17.3,12.876
2019-10-02,17.7,0.072
2019-10-03,16.5,1.1
2019-10-04,17.7,2.002
2019-10-05,17.8,1.236
2019-10-06,17.6,2.3
2019-10-07,16.3,0.1
2019-10-08,15.4,0.3
2019-10-09,17.8,0.233
2019-10-10,17.6,1.3
2019-10-11,18.6,2.503
2019-10-12,18.1,5.7
2019-10-13,17.6,0
2019-10-14,18.8,0.1
2019-10-15,17.7,0
2019-10-16,17.4,0.711
2019-10-17,15.3,24.583
2019-10-18,17.2,0.206
2019-10-19,17.6,0.3
2019-10-20,17.9,0.6
2019-10-21,17.1,0.4
2019-10-22,16.6,1.2
2019-10-23,17,3
2019-10-24,15.1,9.8
2019-10-25,16.3,1.1
2019-10-26,16.4,3.713
2019-10-27,16.7,1
2019-10-28,16.7,4.352
2019-10-29,17.6,0.352
2019-10-30,16.9,23.401
2019-10-31,16.2,8.968
2019-11-01,15,0.511
2019-11-02,14.6,1.327
2019-11-03,15.3,4.502
2019-11-04,16.8,1.804
2019-11-05,15.7,3.362
2019-11-06,15.8,0
2019-11-07,18,0
2019-11-08,16.5,0
2019-11-09,16.7,0
2019-11-10,16,1.263
2019-11-11,17.4,0.6
2019-11-12,16.3,0
2019-11-13,15.5,0
2019-11-14,16,0.2
2019-11-15,15.6,1.102
2019-11-16,15.2,0.117
2019-11-17,16.3,0.579
2019-11-18,16.2,0.296
2019-11-19,16.8,0.3
2019-11-20,18.3,6
2019-11-21,16.7,0
2019-11-22,17.5,0
2019-11-23,16.5,0.804
2019-11-24,16.4,0.318
2019-11-25,16.6,0
2019-11-26,17.9,0
2019-11-27,17.9,0
2019-11-28,17.1,0
2019-11-29,16.9,0
2019-11-30,17.2,0
2019-12-01,16.1,0
2019-12-02,15.1,0
2019-12-03,15.4,0
2019-12-04,15.9,0
2019-12-05,15.9,0
2019-12-06,15.7,0
2019-12-07,13.2,0
2019-12-08,15.3,0
2019-12-09,14.7,0
2019-12-10,16.1,0
2019-12-11,13.3,0
2019-12-12,13.7,0
2019-12-13,15.9,0
2019-12-14,14.6,0
2019-12-15,14.1,0
2019-12-16,14.3,0
2019-12-17,14.1,0
2019-12-18,11.1,0
2019-12-19,11.8,0
2019-12-20,14.3,0
2019-12-21,13.4,0
2019-12-22,10.9,0
2019-12-23,13.9,0
2019-12-24,13.5,0
2019-12-25,14.5,0
2019-12-26,13.8,0
2019-12-27,14.8,0
2019-12-28,15.6,0
2019-12-29,14.6,0
2019-12-30,15.6,0
2019-12-31,16.2,0
2020-01-01,17.3,0
2020-01-02,16,0
2020-01-03,15,0
2020-01-04,11.8,0
2020-01-05,11.8,0
2020-01-06,12.5,0
2020-01-07,13.7,0
2020-01-08,12,0
2020-01-09,13.7,0
2020-01-10,15.3,0
2020-01-11,15.8,0
2020-01-12,14.9,0
2020-01-13,15.7,0
2020-01-14,14.6,0
2020-01-15,16.3,0
2020-01-16,15.1,0
2020-01-17,15.3,0
2020-01-18,15.3,0.2
2020-01-19,13.3,1.284
2020-01-20,11.6,3.817
2020-01-21,10.9,0
2020-01-22,13.4,0
2020-01-23,13.9,0
2020-01-24,14.6,0
2020-01-25,14.1,0
2020-01-26,15.3,0
2020-01-27,15.9,0
2020-01-28,14.7,0
2020-01-29,14.9,0
2020-01-30,14.3,0
2020-01-31,16.3,0
2020-02-01,14.7,0
2020-02-02,14.4,0
2020-02-03,15.2,0
2020-02-04,16.6,0.301
2020-02-05,15.4,1.903
2020-02-06,17.1,0
2020-02-07,16.2,0
2020-02-08,18.1,0
2020-02-09,17.6,0
2020-02-10,17.7,0
2020-02-11,18.2,0
2020-02-12,17.9,0
2020-02-13,16.4,0
2020-02-14,15.7,15.312
2020-02-15,15.5,0
2020-02-16,18.2,0
2020-02-17,18.3,0
2020-02-18,20.7,0
2020-02-19,19.1,0
2020-02-20,16.9,0
2020-02-21,16.3,0
2020-02-22,15.7,0
2020-02-23,17.7,0
2020-02-24,19.9,0
2020-02-25,18.6,0
2020-02-26,16.4,0
2020-02-27,14.3,0
2020-02-28,18.4,0
2020-02-29,18,0
2020-03-01,19,4.7
2020-03-02,18.9,0
2020-03-03,19.2,0
2020-03-04,18.5,0
2020-03-05,18.3,0
2020-03-06,13.5,0
2020-03-07,15.4,0
2020-03-08,16.5,3
2020-03-09,17.1,0
2020-03-10,18,6.009
2020-03-11,17.9,0
2020-03-12,20.5,24.056
2020-03-13,20.5,4.8
2020-03-14,20,0.3
2020-03-15,18.7,2
2020-03-16,16.5,0.865
2020-03-17,17.4,1.146
2020-03-18,18.4,15.394
2020-03-19,19.2,1.3
2020-03-20,18.3,0.1
2020-03-21,18.1,0.5
2020-03-22,18.9,0.5
2020-03-23,18.3,0
2020-03-24,19.9,0
2020-03-25,21.7,0
2020-03-26,19.9,0
2020-03-27,22.1,0
2020-03-28,21.4,0
2020-03-29,19.4,0
2020-03-30,18.8,0
2020-03-31,21,0
